"BehaviorSpace results (NetLogo 6.2.1)"
"Attack-vs-giant-component.nlogo"
"evol-ataque"
"03/23/2022 14:17:23:515 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","tipo-ataque","num-ataques","tipo-red","num-nodos","[step]","num-comp","max-tam"
"20","aleatorio","50","preferencial","500","47","28","325"
"22","amigos","50","aleatoria","500","7","15","474"
"23","amigos","50","aleatoria","500","9","19","443"
"19","aleatorio","50","preferencial","500","46","87","96"
"21","amigos","50","aleatoria","500","20","29","426"
"22","amigos","50","aleatoria","500","8","21","330"
"23","amigos","50","aleatoria","500","10","23","438"
"19","aleatorio","50","preferencial","500","47","89","96"
"25","amigos","50","aleatoria","500","1","8","437"
"21","amigos","50","aleatoria","500","21","31","423"
"22","amigos","50","aleatoria","500","9","22","328"
"23","amigos","50","aleatoria","500","11","26","434"
"24","amigos","50","aleatoria","500","6","14","474"
"19","aleatorio","50","preferencial","500","48","89","96"
"21","amigos","50","aleatoria","500","22","31","422"
"25","amigos","50","aleatoria","500","2","19","196"
"22","amigos","50","aleatoria","500","10","24","325"
"19","aleatorio","50","preferencial","500","49","93","96"
"23","amigos","50","aleatoria","500","12","27","432"
"21","amigos","50","aleatoria","500","23","34","399"
"19","aleatorio","50","preferencial","500","50","93","96"
"23","amigos","50","aleatoria","500","13","30","428"
"22","amigos","50","aleatoria","500","11","24","324"
"26","amigos","50","aleatoria","500","8","28","437"
"23","amigos","50","aleatoria","500","14","31","426"
"21","amigos","50","aleatoria","500","24","35","397"
"22","amigos","50","aleatoria","500","12","29","305"
"26","amigos","50","aleatoria","500","9","32","418"
"21","amigos","50","aleatoria","500","25","35","396"
"23","amigos","50","aleatoria","500","15","35","419"
"22","amigos","50","aleatoria","500","13","29","304"
"26","amigos","50","aleatoria","500","10","35","418"
"21","amigos","50","aleatoria","500","26","39","344"
"23","amigos","50","aleatoria","500","16","38","414"
"22","amigos","50","aleatoria","500","14","31","299"
"27","amigos","50","aleatoria","500","0","1","500"
"20","aleatorio","50","preferencial","500","48","35","296"
"23","amigos","50","aleatoria","500","17","42","329"
"21","amigos","50","aleatoria","500","27","40","342"
"26","amigos","50","aleatoria","500","11","36","416"
"22","amigos","50","aleatoria","500","15","32","297"
"20","aleatorio","50","preferencial","500","49","35","295"
"27","amigos","50","aleatoria","500","1","1","499"
"23","amigos","50","aleatoria","500","18","43","327"
"26","amigos","50","aleatoria","500","12","39","411"
"27","amigos","50","aleatoria","500","2","1","498"
"21","amigos","50","aleatoria","500","28","41","340"
"20","aleatorio","50","preferencial","500","50","35","295"
"22","amigos","50","aleatoria","500","16","32","297"
"26","amigos","50","aleatoria","500","13","40","409"
"23","amigos","50","aleatoria","500","19","44","327"
"25","amigos","50","aleatoria","500","3","20","196"
"22","amigos","50","aleatoria","500","17","33","295"
"21","amigos","50","aleatoria","500","29","41","339"
"27","amigos","50","aleatoria","500","3","6","490"
"23","amigos","50","aleatoria","500","20","52","293"
"21","amigos","50","aleatoria","500","30","43","339"
"22","amigos","50","aleatoria","500","18","33","294"
"26","amigos","50","aleatoria","500","14","44","355"
"24","amigos","50","aleatoria","500","7","17","460"
"25","amigos","50","aleatoria","500","4","23","189"
"27","amigos","50","aleatoria","500","4","8","486"
"21","amigos","50","aleatoria","500","31","47","306"
"23","amigos","50","aleatoria","500","21","58","200"
"26","amigos","50","aleatoria","500","15","44","354"
"22","amigos","50","aleatoria","500","19","33","293"
"28","amigos","50","aleatoria","500","0","1","500"
"24","amigos","50","aleatoria","500","8","17","459"
"27","amigos","50","aleatoria","500","5","11","477"
"25","amigos","50","aleatoria","500","5","24","189"
"26","amigos","50","aleatoria","500","16","46","351"
"22","amigos","50","aleatoria","500","20","35","288"
"23","amigos","50","aleatoria","500","22","61","195"
"24","amigos","50","aleatoria","500","9","20","454"
"28","amigos","50","aleatoria","500","1","1","499"
"27","amigos","50","aleatoria","500","6","13","474"
"25","amigos","50","aleatoria","500","6","25","189"
"23","amigos","50","aleatoria","500","23","62","193"
"24","amigos","50","aleatoria","500","10","21","452"
"26","amigos","50","aleatoria","500","17","51","305"
"27","amigos","50","aleatoria","500","7","14","472"
"28","amigos","50","aleatoria","500","2","1","498"
"22","amigos","50","aleatoria","500","21","37","285"
"23","amigos","50","aleatoria","500","24","62","192"
"24","amigos","50","aleatoria","500","11","23","452"
"25","amigos","50","aleatoria","500","7","26","189"
"27","amigos","50","aleatoria","500","8","14","471"
"28","amigos","50","aleatoria","500","3","4","467"
"26","amigos","50","aleatoria","500","18","51","305"
"23","amigos","50","aleatoria","500","25","67","177"
"22","amigos","50","aleatoria","500","22","38","283"
"25","amigos","50","aleatoria","500","8","28","189"
"27","amigos","50","aleatoria","500","9","16","462"
"24","amigos","50","aleatoria","500","12","23","451"
"26","amigos","50","aleatoria","500","19","51","305"
"28","amigos","50","aleatoria","500","4","7","461"
"23","amigos","50","aleatoria","500","26","69","177"
"25","amigos","50","aleatoria","500","9","31","181"
"22","amigos","50","aleatoria","500","23","42","277"
"26","amigos","50","aleatoria","500","20","53","301"
"23","amigos","50","aleatoria","500","27","69","177"
"24","amigos","50","aleatoria","500","13","24","447"
"28","amigos","50","aleatoria","500","5","13","422"
"21","amigos","50","aleatoria","500","32","47","305"
"25","amigos","50","aleatoria","500","10","32","181"
"26","amigos","50","aleatoria","500","21","57","301"
"22","amigos","50","aleatoria","500","24","42","277"
"28","amigos","50","aleatoria","500","6","17","422"
"23","amigos","50","aleatoria","500","28","73","177"
"24","amigos","50","aleatoria","500","14","25","445"
"21","amigos","50","aleatoria","500","33","49","301"
"25","amigos","50","aleatoria","500","11","35","176"
"26","amigos","50","aleatoria","500","22","59","298"
"22","amigos","50","aleatoria","500","25","45","277"
"28","amigos","50","aleatoria","500","7","22","392"
"23","amigos","50","aleatoria","500","29","73","177"
"24","amigos","50","aleatoria","500","15","26","443"
"21","amigos","50","aleatoria","500","34","56","282"
"25","amigos","50","aleatoria","500","12","35","175"
"22","amigos","50","aleatoria","500","26","47","272"
"21","amigos","50","aleatoria","500","35","58","279"
"26","amigos","50","aleatoria","500","23","60","298"
"24","amigos","50","aleatoria","500","16","26","442"
"28","amigos","50","aleatoria","500","8","25","387"
"25","amigos","50","aleatoria","500","13","36","175"
"23","amigos","50","aleatoria","500","30","77","177"
"24","amigos","50","aleatoria","500","17","27","440"
"26","amigos","50","aleatoria","500","24","62","295"
"21","amigos","50","aleatoria","500","36","60","264"
"23","amigos","50","aleatoria","500","31","81","120"
"28","amigos","50","aleatoria","500","9","26","385"
"22","amigos","50","aleatoria","500","27","48","270"
"24","amigos","50","aleatoria","500","18","28","438"
"21","amigos","50","aleatoria","500","37","61","262"
"25","amigos","50","aleatoria","500","14","38","172"
"26","amigos","50","aleatoria","500","25","63","293"
"23","amigos","50","aleatoria","500","32","86","120"
"27","amigos","50","aleatoria","500","10","16","461"
"28","amigos","50","aleatoria","500","10","26","385"
"24","amigos","50","aleatoria","500","19","29","435"
"25","amigos","50","aleatoria","500","15","39","172"
"22","amigos","50","aleatoria","500","28","50","264"
"28","amigos","50","aleatoria","500","11","28","378"
"26","amigos","50","aleatoria","500","26","67","270"
"24","amigos","50","aleatoria","500","20","29","434"
"21","amigos","50","aleatoria","500","38","62","262"
"23","amigos","50","aleatoria","500","33","86","119"
"25","amigos","50","aleatoria","500","16","39","172"
"22","amigos","50","aleatoria","500","29","53","264"
"28","amigos","50","aleatoria","500","12","30","370"
"24","amigos","50","aleatoria","500","21","29","433"
"27","amigos","50","aleatoria","500","11","17","458"
"21","amigos","50","aleatoria","500","39","65","262"
"26","amigos","50","aleatoria","500","27","68","270"
"25","amigos","50","aleatoria","500","17","43","151"
"21","amigos","50","aleatoria","500","40","69","250"
"24","amigos","50","aleatoria","500","22","29","433"
"27","amigos","50","aleatoria","500","12","19","458"
"28","amigos","50","aleatoria","500","13","30","370"
"22","amigos","50","aleatoria","500","30","54","262"
"26","amigos","50","aleatoria","500","28","68","269"
"21","amigos","50","aleatoria","500","41","70","250"
"25","amigos","50","aleatoria","500","18","44","149"
"28","amigos","50","aleatoria","500","14","30","369"
"26","amigos","50","aleatoria","500","29","68","268"
"27","amigos","50","aleatoria","500","13","20","455"
"24","amigos","50","aleatoria","500","23","32","429"
"21","amigos","50","aleatoria","500","42","72","247"
"25","amigos","50","aleatoria","500","19","46","145"
"28","amigos","50","aleatoria","500","15","30","368"
"22","amigos","50","aleatoria","500","31","55","260"
"27","amigos","50","aleatoria","500","14","21","453"
"21","amigos","50","aleatoria","500","43","74","247"
"24","amigos","50","aleatoria","500","24","33","427"
"26","amigos","50","aleatoria","500","30","69","268"
"28","amigos","50","aleatoria","500","16","30","368"
"25","amigos","50","aleatoria","500","20","48","145"
"27","amigos","50","aleatoria","500","15","21","453"
"21","amigos","50","aleatoria","500","44","74","246"
"24","amigos","50","aleatoria","500","25","34","420"
"26","amigos","50","aleatoria","500","31","71","268"
"22","amigos","50","aleatoria","500","32","57","260"
"25","amigos","50","aleatoria","500","21","54","145"
"24","amigos","50","aleatoria","500","26","36","417"
"27","amigos","50","aleatoria","500","16","28","419"
"21","amigos","50","aleatoria","500","45","75","243"
"28","amigos","50","aleatoria","500","17","34","346"
"25","amigos","50","aleatoria","500","22","55","145"
"26","amigos","50","aleatoria","500","32","72","266"
"24","amigos","50","aleatoria","500","27","39","412"
"28","amigos","50","aleatoria","500","18","34","345"
"22","amigos","50","aleatoria","500","33","60","256"
"21","amigos","50","aleatoria","500","46","76","243"
"24","amigos","50","aleatoria","500","28","39","411"
"27","amigos","50","aleatoria","500","17","33","329"
"25","amigos","50","aleatoria","500","23","58","145"
"26","amigos","50","aleatoria","500","33","76","266"
"21","amigos","50","aleatoria","500","47","78","240"
"28","amigos","50","aleatoria","500","19","35","343"
"24","amigos","50","aleatoria","500","29","41","408"
"27","amigos","50","aleatoria","500","18","34","327"
"25","amigos","50","aleatoria","500","24","58","144"
"26","amigos","50","aleatoria","500","34","76","266"
"21","amigos","50","aleatoria","500","48","78","240"
"24","amigos","50","aleatoria","500","30","42","406"
"28","amigos","50","aleatoria","500","20","36","341"
"26","amigos","50","aleatoria","500","35","76","265"
"27","amigos","50","aleatoria","500","19","36","327"
"25","amigos","50","aleatoria","500","25","58","144"
"21","amigos","50","aleatoria","500","49","78","240"
"23","amigos","50","aleatoria","500","34","89","119"
"28","amigos","50","aleatoria","500","21","37","339"
"27","amigos","50","aleatoria","500","20","41","307"
"26","amigos","50","aleatoria","500","36","76","265"
"22","amigos","50","aleatoria","500","34","62","253"
"21","amigos","50","aleatoria","500","50","78","240"
"23","amigos","50","aleatoria","500","35","89","119"
"25","amigos","50","aleatoria","500","26","62","144"
"28","amigos","50","aleatoria","500","22","38","336"
"26","amigos","50","aleatoria","500","37","77","263"
"27","amigos","50","aleatoria","500","21","42","304"
"23","amigos","50","aleatoria","500","36","91","119"
"25","amigos","50","aleatoria","500","27","65","128"
"23","amigos","50","aleatoria","500","37","91","118"
"27","amigos","50","aleatoria","500","22","43","304"
"22","amigos","50","aleatoria","500","35","66","244"
"29","amigos","50","aleatoria","500","0","1","500"
"26","amigos","50","aleatoria","500","38","80","263"
"25","amigos","50","aleatoria","500","28","67","128"
"23","amigos","50","aleatoria","500","38","91","118"
"27","amigos","50","aleatoria","500","23","44","302"
"22","amigos","50","aleatoria","500","36","72","206"
"26","amigos","50","aleatoria","500","39","80","262"
"29","amigos","50","aleatoria","500","1","3","496"
"25","amigos","50","aleatoria","500","29","69","128"
"23","amigos","50","aleatoria","500","39","92","116"
"22","amigos","50","aleatoria","500","37","71","206"
"27","amigos","50","aleatoria","500","24","44","302"
"26","amigos","50","aleatoria","500","40","80","262"
"29","amigos","50","aleatoria","500","2","4","494"
"25","amigos","50","aleatoria","500","30","70","128"
"23","amigos","50","aleatoria","500","40","95","112"
"22","amigos","50","aleatoria","500","38","70","206"
"26","amigos","50","aleatoria","500","41","82","256"
"27","amigos","50","aleatoria","500","25","45","299"
"29","amigos","50","aleatoria","500","3","12","346"
"23","amigos","50","aleatoria","500","41","99","112"
"25","amigos","50","aleatoria","500","31","71","128"
"26","amigos","50","aleatoria","500","42","83","254"
"22","amigos","50","aleatoria","500","39","71","204"
"29","amigos","50","aleatoria","500","4","13","346"
"25","amigos","50","aleatoria","500","32","77","128"
"23","amigos","50","aleatoria","500","42","100","112"
"27","amigos","50","aleatoria","500","26","45","298"
"28","amigos","50","aleatoria","500","23","39","334"
"22","amigos","50","aleatoria","500","40","79","121"
"26","amigos","50","aleatoria","500","43","84","254"
"24","amigos","50","aleatoria","500","31","43","402"
"23","amigos","50","aleatoria","500","43","107","112"
"29","amigos","50","aleatoria","500","5","20","226"
"27","amigos","50","aleatoria","500","27","45","298"
"26","amigos","50","aleatoria","500","44","85","250"
"25","amigos","50","aleatoria","500","33","80","118"
"28","amigos","50","aleatoria","500","24","43","334"
"22","amigos","50","aleatoria","500","41","81","121"
"26","amigos","50","aleatoria","500","45","86","248"
"29","amigos","50","aleatoria","500","6","23","226"
"25","amigos","50","aleatoria","500","34","82","111"
"28","amigos","50","aleatoria","500","25","44","334"
"26","amigos","50","aleatoria","500","46","85","248"
"27","amigos","50","aleatoria","500","28","46","296"
"23","amigos","50","aleatoria","500","44","109","112"
"24","amigos","50","aleatoria","500","32","44","400"
"22","amigos","50","aleatoria","500","42","81","121"
"26","amigos","50","aleatoria","500","47","89","243"
"25","amigos","50","aleatoria","500","35","85","111"
"29","amigos","50","aleatoria","500","7","24","217"
"24","amigos","50","aleatoria","500","33","45","398"
"27","amigos","50","aleatoria","500","29","46","296"
"23","amigos","50","aleatoria","500","45","111","112"
"28","amigos","50","aleatoria","500","26","44","333"
"22","amigos","50","aleatoria","500","43","84","105"
"24","amigos","50","aleatoria","500","34","46","396"
"27","amigos","50","aleatoria","500","30","50","296"
"29","amigos","50","aleatoria","500","8","28","210"
"28","amigos","50","aleatoria","500","27","45","331"
"26","amigos","50","aleatoria","500","48","90","241"
"25","amigos","50","aleatoria","500","36","86","111"
"23","amigos","50","aleatoria","500","46","112","112"
"24","amigos","50","aleatoria","500","35","46","396"
"28","amigos","50","aleatoria","500","28","47","328"
"22","amigos","50","aleatoria","500","44","86","105"
"27","amigos","50","aleatoria","500","31","56","204"
"26","amigos","50","aleatoria","500","49","90","241"
"23","amigos","50","aleatoria","500","47","114","112"
"28","amigos","50","aleatoria","500","29","47","327"
"24","amigos","50","aleatoria","500","36","47","394"
"27","amigos","50","aleatoria","500","32","57","204"
"26","amigos","50","aleatoria","500","50","91","241"
"23","amigos","50","aleatoria","500","48","115","110"
"25","amigos","50","aleatoria","500","37","85","111"
"22","amigos","50","aleatoria","500","45","90","105"
"24","amigos","50","aleatoria","500","37","52","377"
"27","amigos","50","aleatoria","500","33","58","202"
"23","amigos","50","aleatoria","500","49","116","110"
"28","amigos","50","aleatoria","500","30","48","325"
"24","amigos","50","aleatoria","500","38","55","368"
"27","amigos","50","aleatoria","500","34","63","202"
"23","amigos","50","aleatoria","500","50","122","87"
"25","amigos","50","aleatoria","500","38","86","111"
"22","amigos","50","aleatoria","500","46","90","105"
"30","amigos","50","aleatoria","500","0","1","500"
"28","amigos","50","aleatoria","500","31","49","323"
"31","amigos","50","preferencial","500","0","1","500"
"27","amigos","50","aleatoria","500","35","65","202"
"25","amigos","50","aleatoria","500","39","86","111"
"30","amigos","50","aleatoria","500","1","1","499"
"22","amigos","50","aleatoria","500","47","94","97"
"24","amigos","50","aleatoria","500","39","56","366"
"28","amigos","50","aleatoria","500","32","50","321"
"25","amigos","50","aleatoria","500","40","88","111"
"31","amigos","50","preferencial","500","1","45","206"
"27","amigos","50","aleatoria","500","36","66","200"
"24","amigos","50","aleatoria","500","40","56","366"
"29","amigos","50","aleatoria","500","9","30","206"
"30","amigos","50","aleatoria","500","2","6","415"
"22","amigos","50","aleatoria","500","48","95","95"
"28","amigos","50","aleatoria","500","33","52","318"
"31","amigos","50","preferencial","500","2","49","206"
"27","amigos","50","aleatoria","500","37","69","200"
"24","amigos","50","aleatoria","500","41","58","363"
"30","amigos","50","aleatoria","500","3","7","413"
"27","amigos","50","aleatoria","500","38","69","200"
"31","amigos","50","preferencial","500","3","59","206"
"25","amigos","50","aleatoria","500","41","89","111"
"29","amigos","50","aleatoria","500","10","39","166"
"22","amigos","50","aleatoria","500","49","97","95"
"28","amigos","50","aleatoria","500","34","55","312"
"24","amigos","50","aleatoria","500","42","61","358"
"27","amigos","50","aleatoria","500","39","71","200"
"30","amigos","50","aleatoria","500","4","7","412"
"25","amigos","50","aleatoria","500","42","91","111"
"31","amigos","50","preferencial","500","4","60","206"
"24","amigos","50","aleatoria","500","43","62","356"
"22","amigos","50","aleatoria","500","50","103","95"
"28","amigos","50","aleatoria","500","35","58","303"
"30","amigos","50","aleatoria","500","5","9","409"
"27","amigos","50","aleatoria","500","40","72","200"
"29","amigos","50","aleatoria","500","11","40","164"
"31","amigos","50","preferencial","500","5","66","191"
"24","amigos","50","aleatoria","500","44","65","352"
"30","amigos","50","aleatoria","500","6","15","267"
"28","amigos","50","aleatoria","500","36","61","299"
"25","amigos","50","aleatoria","500","43","91","111"
"29","amigos","50","aleatoria","500","12","40","164"
"27","amigos","50","aleatoria","500","41","72","199"
"24","amigos","50","aleatoria","500","45","67","349"
"30","amigos","50","aleatoria","500","7","17","262"
"32","amigos","50","preferencial","500","0","1","500"
"28","amigos","50","aleatoria","500","37","61","298"
"31","amigos","50","preferencial","500","6","66","191"
"29","amigos","50","aleatoria","500","13","43","164"
"30","amigos","50","aleatoria","500","8","19","262"
"24","amigos","50","aleatoria","500","46","68","349"
"25","amigos","50","aleatoria","500","44","93","111"
"32","amigos","50","preferencial","500","1","2","498"
"27","amigos","50","aleatoria","500","42","73","199"
"29","amigos","50","aleatoria","500","14","46","155"
"30","amigos","50","aleatoria","500","9","22","257"
"25","amigos","50","aleatoria","500","45","96","107"
"28","amigos","50","aleatoria","500","38","61","298"
"24","amigos","50","aleatoria","500","47","69","347"
"31","amigos","50","preferencial","500","7","69","191"
"29","amigos","50","aleatoria","500","15","48","155"
"30","amigos","50","aleatoria","500","10","26","251"
"27","amigos","50","aleatoria","500","43","73","198"
"24","amigos","50","aleatoria","500","48","71","343"
"31","amigos","50","preferencial","500","8","70","191"
"29","amigos","50","aleatoria","500","16","49","155"
"24","amigos","50","aleatoria","500","49","72","343"
"30","amigos","50","aleatoria","500","11","28","251"
"27","amigos","50","aleatoria","500","44","76","198"
"31","amigos","50","preferencial","500","9","71","189"
"29","amigos","50","aleatoria","500","17","50","155"
"24","amigos","50","aleatoria","500","50","74","343"
"27","amigos","50","aleatoria","500","45","76","198"
"29","amigos","50","aleatoria","500","18","51","153"
"33","amigos","50","preferencial","500","0","1","500"
"28","amigos","50","aleatoria","500","39","64","283"
"32","amigos","50","preferencial","500","2","12","480"
"25","amigos","50","aleatoria","500","46","100","107"
"27","amigos","50","aleatoria","500","46","76","197"
"29","amigos","50","aleatoria","500","19","53","153"
"25","amigos","50","aleatoria","500","47","100","107"
"27","amigos","50","aleatoria","500","47","77","195"
"33","amigos","50","preferencial","500","1","2","498"
"29","amigos","50","aleatoria","500","20","53","153"
"25","amigos","50","aleatoria","500","48","101","107"
"27","amigos","50","aleatoria","500","48","81","195"
"33","amigos","50","preferencial","500","2","4","493"
"29","amigos","50","aleatoria","500","21","54","153"
"27","amigos","50","aleatoria","500","49","81","194"
"25","amigos","50","aleatoria","500","49","103","104"
"33","amigos","50","preferencial","500","3","5","490"
"29","amigos","50","aleatoria","500","22","57","148"
"27","amigos","50","aleatoria","500","50","82","194"
"33","amigos","50","preferencial","500","4","5","489"
"29","amigos","50","aleatoria","500","23","60","148"
"25","amigos","50","aleatoria","500","50","104","104"
"34","amigos","50","preferencial","500","0","1","500"
"33","amigos","50","preferencial","500","5","19","447"
"29","amigos","50","aleatoria","500","24","61","146"
"30","amigos","50","aleatoria","500","12","30","247"
"34","amigos","50","preferencial","500","1","9","491"
"31","amigos","50","preferencial","500","10","72","189"
"29","amigos","50","aleatoria","500","25","61","145"
"34","amigos","50","preferencial","500","2","34","431"
"35","amigos","50","preferencial","500","0","1","500"
"31","amigos","50","preferencial","500","11","81","189"
"29","amigos","50","aleatoria","500","26","61","145"
"34","amigos","50","preferencial","500","3","76","148"
"33","amigos","50","preferencial","500","6","35","364"
"29","amigos","50","aleatoria","500","27","66","116"
"31","amigos","50","preferencial","500","12","83","186"
"28","amigos","50","aleatoria","500","40","64","282"
"32","amigos","50","preferencial","500","3","21","466"
"34","amigos","50","preferencial","500","4","79","132"
"29","amigos","50","aleatoria","500","28","66","116"
"35","amigos","50","preferencial","500","1","1","499"
"33","amigos","50","preferencial","500","7","38","364"
"31","amigos","50","preferencial","500","13","128","77"
"28","amigos","50","aleatoria","500","41","66","276"
"32","amigos","50","preferencial","500","4","41","276"
"34","amigos","50","preferencial","500","5","81","132"
"29","amigos","50","aleatoria","500","29","69","116"
"31","amigos","50","preferencial","500","14","128","77"
"28","amigos","50","aleatoria","500","42","67","272"
"34","amigos","50","preferencial","500","6","82","132"
"29","amigos","50","aleatoria","500","30","69","116"
"32","amigos","50","preferencial","500","5","44","271"
"31","amigos","50","preferencial","500","15","132","77"
"28","amigos","50","aleatoria","500","43","68","272"
"34","amigos","50","preferencial","500","7","82","132"
"29","amigos","50","aleatoria","500","31","69","116"
"31","amigos","50","preferencial","500","16","133","77"
"32","amigos","50","preferencial","500","6","56","213"
"29","amigos","50","aleatoria","500","32","70","116"
"28","amigos","50","aleatoria","500","44","70","267"
"31","amigos","50","preferencial","500","17","133","76"
"34","amigos","50","preferencial","500","8","82","132"
"32","amigos","50","preferencial","500","7","57","211"
"28","amigos","50","aleatoria","500","45","78","107"
"29","amigos","50","aleatoria","500","33","71","116"
"31","amigos","50","preferencial","500","18","133","76"
"34","amigos","50","preferencial","500","9","85","132"
"32","amigos","50","preferencial","500","8","58","209"
"31","amigos","50","preferencial","500","19","136","76"
"34","amigos","50","preferencial","500","10","86","132"
"28","amigos","50","aleatoria","500","46","81","107"
"29","amigos","50","aleatoria","500","34","75","116"
"32","amigos","50","preferencial","500","9","64","209"
"31","amigos","50","preferencial","500","20","136","75"
"28","amigos","50","aleatoria","500","47","85","102"
"34","amigos","50","preferencial","500","11","86","132"
"29","amigos","50","aleatoria","500","35","76","114"
"28","amigos","50","aleatoria","500","48","89","85"
"31","amigos","50","preferencial","500","21","136","74"
"34","amigos","50","preferencial","500","12","86","132"
"28","amigos","50","aleatoria","500","49","90","85"
"33","amigos","50","preferencial","500","8","77","301"
"31","amigos","50","preferencial","500","22","138","71"
"32","amigos","50","preferencial","500","10","65","207"
"35","amigos","50","preferencial","500","2","11","474"
"28","amigos","50","aleatoria","500","50","92","85"
"31","amigos","50","preferencial","500","23","143","62"
"33","amigos","50","preferencial","500","9","79","301"
"35","amigos","50","preferencial","500","3","14","466"
"32","amigos","50","preferencial","500","11","69","188"
"29","amigos","50","aleatoria","500","36","79","103"
"31","amigos","50","preferencial","500","24","144","62"
"33","amigos","50","preferencial","500","10","79","300"
"30","amigos","50","aleatoria","500","13","33","242"
"32","amigos","50","preferencial","500","12","79","188"
"35","amigos","50","preferencial","500","4","14","465"
"36","amigos","50","preferencial","500","0","1","500"
"31","amigos","50","preferencial","500","25","145","62"
"30","amigos","50","aleatoria","500","14","36","242"
"33","amigos","50","preferencial","500","11","81","300"
"29","amigos","50","aleatoria","500","37","81","103"
"32","amigos","50","preferencial","500","13","83","181"
"35","amigos","50","preferencial","500","5","14","464"
"34","amigos","50","preferencial","500","13","86","132"
"30","amigos","50","aleatoria","500","15","39","242"
"33","amigos","50","preferencial","500","12","84","296"
"31","amigos","50","preferencial","500","26","146","62"
"29","amigos","50","aleatoria","500","38","83","100"
"35","amigos","50","preferencial","500","6","16","461"
"29","amigos","50","aleatoria","500","39","83","100"
"31","amigos","50","preferencial","500","27","146","62"
"34","amigos","50","preferencial","500","14","91","132"
"35","amigos","50","preferencial","500","7","18","457"
"32","amigos","50","preferencial","500","14","84","181"
"30","amigos","50","aleatoria","500","16","39","242"
"33","amigos","50","preferencial","500","13","85","296"
"31","amigos","50","preferencial","500","28","146","62"
"34","amigos","50","preferencial","500","15","99","117"
"29","amigos","50","aleatoria","500","40","83","100"
"35","amigos","50","preferencial","500","8","20","454"
"30","amigos","50","aleatoria","500","17","40","240"
"33","amigos","50","preferencial","500","14","85","295"
"31","amigos","50","preferencial","500","29","147","62"
"34","amigos","50","preferencial","500","16","104","117"
"36","amigos","50","preferencial","500","1","2","498"
"32","amigos","50","preferencial","500","15","90","181"
"35","amigos","50","preferencial","500","9","32","368"
"29","amigos","50","aleatoria","500","41","85","100"
"30","amigos","50","aleatoria","500","18","41","230"
"33","amigos","50","preferencial","500","15","86","293"
"31","amigos","50","preferencial","500","30","149","62"
"34","amigos","50","preferencial","500","17","106","117"
"36","amigos","50","preferencial","500","2","2","497"
"35","amigos","50","preferencial","500","10","32","367"
"32","amigos","50","preferencial","500","16","94","181"
"29","amigos","50","aleatoria","500","42","86","98"
"30","amigos","50","aleatoria","500","19","42","228"
"31","amigos","50","preferencial","500","31","157","62"
"33","amigos","50","preferencial","500","16","92","284"
"34","amigos","50","preferencial","500","18","106","116"
"36","amigos","50","preferencial","500","3","5","491"
"29","amigos","50","aleatoria","500","43","89","94"
"32","amigos","50","preferencial","500","17","97","176"
"35","amigos","50","preferencial","500","11","34","363"
"30","amigos","50","aleatoria","500","20","44","225"
"33","amigos","50","preferencial","500","17","96","284"
"31","amigos","50","preferencial","500","32","157","62"
"34","amigos","50","preferencial","500","19","109","116"
"32","amigos","50","preferencial","500","18","97","176"
"36","amigos","50","preferencial","500","4","7","488"
"35","amigos","50","preferencial","500","12","110","44"
"30","amigos","50","aleatoria","500","21","49","215"
"31","amigos","50","preferencial","500","33","157","62"
"33","amigos","50","preferencial","500","18","102","275"
"29","amigos","50","aleatoria","500","44","90","94"
"32","amigos","50","preferencial","500","19","98","176"
"30","amigos","50","aleatoria","500","22","54","215"
"36","amigos","50","preferencial","500","5","21","441"
"34","amigos","50","preferencial","500","20","110","116"
"35","amigos","50","preferencial","500","13","110","43"
"31","amigos","50","preferencial","500","34","157","62"
"33","amigos","50","preferencial","500","19","103","272"
"29","amigos","50","aleatoria","500","45","90","94"
"32","amigos","50","preferencial","500","20","99","176"
"30","amigos","50","aleatoria","500","23","55","215"
"34","amigos","50","preferencial","500","21","112","116"
"36","amigos","50","preferencial","500","6","25","421"
"35","amigos","50","preferencial","500","14","110","43"
"31","amigos","50","preferencial","500","35","157","62"
"33","amigos","50","preferencial","500","20","105","272"
"29","amigos","50","aleatoria","500","46","91","94"
"32","amigos","50","preferencial","500","21","114","176"
"30","amigos","50","aleatoria","500","24","55","214"
"34","amigos","50","preferencial","500","22","122","90"
"31","amigos","50","preferencial","500","36","159","62"
"36","amigos","50","preferencial","500","7","30","403"
"35","amigos","50","preferencial","500","15","110","43"
"29","amigos","50","aleatoria","500","47","94","94"
"33","amigos","50","preferencial","500","21","105","271"
"30","amigos","50","aleatoria","500","25","60","137"
"32","amigos","50","preferencial","500","22","114","176"
"31","amigos","50","preferencial","500","37","165","62"
"34","amigos","50","preferencial","500","23","123","90"
"36","amigos","50","preferencial","500","8","30","402"
"29","amigos","50","aleatoria","500","48","96","94"
"33","amigos","50","preferencial","500","22","106","269"
"35","amigos","50","preferencial","500","16","110","43"
"30","amigos","50","aleatoria","500","26","64","137"
"31","amigos","50","preferencial","500","38","169","62"
"32","amigos","50","preferencial","500","23","117","172"
"34","amigos","50","preferencial","500","24","123","89"
"33","amigos","50","preferencial","500","23","109","269"
"29","amigos","50","aleatoria","500","49","96","94"
"36","amigos","50","preferencial","500","9","34","397"
